cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-5e011,1.1,01.02.2013,74266,ESS2e03_3,2,3.3,187,1.1892,2.17710348767288,3,4,2,7,6,9,6,6,7,7,2,2,2,2,2,2,2,2,2,6,2,5,4,5,4,4,4,6,2,2,2,3,5,3,3,3,3,88,3,3,5,3,3,3,5,2,1,2,5,4,2,5,2,5,2,2,2,2,2,6,
ES,ESS1-5e011,1.1,01.02.2013,74267,ESS2e03_3,2,3.3,189,1.1892,2.17710348767288,3,4,4,3,3,4,4,4,4,4,1,2,2,2,2,2,2,2,1,2,2,3,5,4,4,4,3,3,2,2,1,4,88,1,1,1,5,8,5,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,3,4,
ES,ESS1-5e011,1.1,01.02.2013,74268,ESS2e03_3,2,3.3,193,0.9872,2.17710348767288,2,1,4,8,8,8,6,4,5,5,1,1,2,1,2,1,1,2,1,1,2,3,10,5,7,7,5,5,2,1,2,2,10,2,2,2,10,10,5,1,5,1,2,2,2,4,1,2,3,5,2,2,2,5,2,5,2,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,74269,ESS2e03_3,2,3.3,195,0.9872,2.17710348767288,4,5,2,2,5,8,2,2,88,5,1,2,2,1,2,2,2,2,2,6,2,88,8,5,88,88,8,8,2,1,2,3,88,7,7,7,5,8,88,1,5,1,5,5,7,8,2,2,5,5,1,5,1,6,1,3,1,1,2,3,
ES,ESS1-5e011,1.1,01.02.2013,74270,ESS2e03_3,2,3.3,196,0.9872,2.17710348767288,2,5,4,8,8,8,7,7,7,6,1,1,1,1,2,2,1,2,1,2,2,4,9,7,5,6,7,6,3,2,2,4,5,8,8,8,7,7,88,1,5,1,5,1,1,1,1,1,5,4,1,4,3,4,2,5,2,1,3,3,
ES,ESS1-5e011,1.1,01.02.2013,74271,ESS2e03_3,2,3.3,197,0.9872,2.17710348767288,4,4,2,0,1,8,0,0,88,88,1,2,2,1,2,2,2,2,2,6,2,5,10,10,8,10,8,10,4,2,1,2,0,4,4,4,0,5,0,3,5,2,5,2,5,5,2,2,2,2,2,5,2,4,2,4,2,2,4,8,
ES,ESS1-5e011,1.1,01.02.2013,74272,ESS2e03_3,2,3.3,199,0.9872,2.17710348767288,4,2,2,10,8,7,9,9,10,10,3,2,2,2,2,2,2,2,1,3,2,5,10,7,10,8,7,8,2,1,2,2,1,2,3,3,8,7,7,2,3,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74273,ESS2e03_3,2,3.3,202,0.9872,2.17710348767288,3,3,8,5,8,9,5,5,88,88,2,2,2,2,2,2,2,2,2,6,2,5,7,88,88,88,88,8,8,2,3,8,88,2,2,2,6,6,6,3,5,1,3,3,2,2,2,2,4,4,2,4,2,5,2,5,2,3,3,3,
ES,ESS1-5e011,1.1,01.02.2013,74274,ESS2e03_3,2,3.3,204,0.9872,2.17710348767288,4,4,2,5,3,8,0,0,5,5,1,2,2,2,2,1,2,2,2,6,2,88,10,88,7,7,7,7,2,2,2,4,0,2,4,8,0,0,88,2,5,4,2,2,2,2,4,3,5,5,1,2,2,5,2,5,1,1,2,5,
ES,ESS1-5e011,1.1,01.02.2013,74275,ESS2e03_3,2,3.3,207,0.9872,2.17710348767288,4,3,4,1,5,5,0,0,88,88,1,2,2,2,2,2,2,2,1,3,2,77,1,1,4,8,7,9,1,2,2,2,7,7,7,7,1,4,1,2,5,2,3,2,2,2,3,2,5,5,2,3,2,5,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74276,ESS2e03_3,2,3.3,208,0.9872,2.17710348767288,3,3,2,5,5,6,5,5,5,5,1,2,2,2,2,1,1,2,1,3,2,5,8,88,5,5,5,9,2,2,2,2,4,7,7,7,5,5,5,2,5,2,2,2,2,5,2,3,1,2,2,2,2,5,2,5,2,4,4,2,
ES,ESS1-5e011,1.1,01.02.2013,74277,ESS2e03_3,2,3.3,209,0.9872,2.17710348767288,3,3,3,0,5,5,0,0,88,88,1,1,1,2,1,1,2,2,1,3,2,5,10,7,5,5,3,2,3,2,2,8,88,7,7,7,10,8,5,2,2,2,2,3,4,5,3,3,2,2,2,2,2,3,3,2,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74278,ESS2e03_3,2,3.3,211,0.9872,2.17710348767288,4,1,5,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,6,2,88,5,88,2,88,88,0,8,4,2,8,1,4,4,4,88,5,5,8,8,8,8,8,8,8,8,2,7,8,8,8,8,8,8,5,3,4,2,8,
ES,ESS1-5e011,1.1,01.02.2013,74279,ESS2e03_3,2,3.3,213,0.9872,2.17710348767288,4,1,3,1,1,0,0,0,2,4,3,2,2,1,2,1,2,2,2,6,2,5,9,8,5,10,5,3,3,2,1,2,0,4,4,4,3,7,3,1,3,2,4,2,1,4,4,3,2,3,3,1,8,2,2,3,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74280,ESS2e03_3,2,3.3,216,1.0042,2.17710348767288,2,1,5,7,5,4,4,6,5,2,1,2,2,2,2,2,2,2,1,1,2,8,8,8,0,6,6,7,5,2,2,5,7,3,3,3,2,2,3,2,1,2,2,2,1,5,2,2,1,2,1,2,1,2,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74281,ESS2e03_3,2,3.3,217,1.0042,2.17710348767288,4,5,2,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,1,2,2,4,4,4,4,5,5,5,1,1,1,8,8,3,3,3,5,5,5,4,2,2,2,1,4,5,2,2,4,4,2,2,1,1,2,2,1,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,74282,ESS2e03_3,2,3.3,218,1.0042,2.17710348767288,4,5,1,1,1,7,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,9,7,3,3,3,3,2,1,5,5,8,88,4,4,4,0,0,0,5,3,1,2,2,3,5,5,2,4,2,2,3,2,5,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74283,ESS2e03_3,2,3.3,219,1.0042,2.17710348767288,3,4,2,5,7,8,3,3,6,7,1,2,2,2,2,2,2,2,1,2,2,4,8,8,6,7,5,5,2,2,2,2,9,3,3,3,4,5,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,
ES,ESS1-5e011,1.1,01.02.2013,74284,ESS2e03_3,2,3.3,220,1.0042,2.17710348767288,3,4,3,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,1,2,2,7,7,5,5,5,5,5,2,3,2,2,88,4,4,4,2,3,4,2,2,2,2,2,2,2,2,3,1,2,3,3,3,3,3,3,1,2,3,1,
ES,ESS1-5e011,1.1,01.02.2013,74285,ESS2e03_3,2,3.3,221,1.0042,2.17710348767288,3,2,5,5,5,8,5,3,5,3,1,2,2,2,2,2,1,2,2,6,2,6,8,5,5,8,5,5,2,2,2,2,5,4,4,4,3,3,4,1,3,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74286,ESS2e03_3,2,3.3,222,1.0042,2.17710348767288,4,5,2,4,3,4,1,2,1,3,1,2,2,2,2,2,1,2,1,2,2,7,8,5,3,4,4,4,1,2,2,2,8,3,3,3,2,2,2,3,3,2,2,1,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74287,ESS2e03_3,2,3.3,223,1.0042,2.17710348767288,4,5,1,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,2,6,2,8,8,5,5,5,5,5,2,5,5,8,88,4,4,4,2,2,2,5,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74288,ESS2e03_3,2,3.3,224,1.0042,2.17710348767288,4,5,1,0,0,8,0,0,0,0,1,2,2,2,2,2,2,2,2,6,2,5,8,88,88,88,88,88,2,5,5,8,88,4,4,4,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,4,
ES,ESS1-5e011,1.1,01.02.2013,74289,ESS2e03_3,2,3.3,225,1.0042,2.17710348767288,4,5,1,5,5,5,5,5,5,5,8,2,2,2,2,1,2,2,1,1,2,8,5,5,5,5,6,5,1,2,5,8,88,4,4,4,2,3,3,5,2,2,2,2,2,2,2,2,4,2,2,2,2,5,2,1,2,1,1,5,
ES,ESS1-5e011,1.1,01.02.2013,74290,ESS2e03_3,2,3.3,226,1.0042,2.17710348767288,3,4,2,0,0,6,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,10,5,7,0,0,4,7,1,5,5,8,88,4,4,4,0,0,0,4,2,2,2,1,5,5,2,5,4,4,2,2,1,5,4,2,3,5,2,4,
ES,ESS1-5e011,1.1,01.02.2013,74291,ESS2e03_3,2,3.3,227,1.0042,2.17710348767288,4,4,2,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,1,2,2,7,6,5,5,5,5,5,2,5,2,2,88,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74292,ESS2e03_3,2,3.3,232,0.9214,2.17710348767288,2,2,5,88,7,8,5,5,88,88,1,2,2,2,2,2,2,2,1,2,2,8,10,7,3,8,7,7,2,2,1,2,7,2,2,2,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,
ES,ESS1-5e011,1.1,01.02.2013,74293,ESS2e03_3,2,3.3,234,1.2078,2.17710348767288,2,2,4,5,3,5,5,5,5,3,1,7,2,2,2,1,1,2,1,9,2,77,9,7,5,5,5,9,3,3,2,2,5,3,3,3,5,3,3,4,5,3,4,2,2,3,2,3,5,5,2,3,2,6,2,3,2,3,2,6,
ES,ESS1-5e011,1.1,01.02.2013,74294,ESS2e03_3,2,3.3,237,1.2078,2.17710348767288,3,4,2,88,2,2,1,1,1,1,1,2,2,2,2,2,2,2,8,6,8,7,5,5,4,6,5,5,8,2,2,2,3,8,8,8,5,5,5,3,5,2,2,2,2,3,3,3,3,3,4,5,2,2,3,3,2,4,3,4,
ES,ESS1-5e011,1.1,01.02.2013,74295,ESS2e03_3,2,3.3,238,1.2078,2.17710348767288,4,1,8,88,88,88,88,88,88,88,2,2,2,2,2,2,2,2,2,6,2,88,8,8,88,88,5,88,8,3,8,8,88,2,3,3,88,88,88,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,
ES,ESS1-5e011,1.1,01.02.2013,74296,ESS2e03_3,2,3.3,240,1.2078,2.17710348767288,2,3,3,5,5,5,5,5,5,5,1,2,2,8,2,2,2,2,7,6,7,77,8,7,5,6,5,9,3,3,3,2,5,3,2,3,5,88,88,2,5,4,4,4,5,4,4,4,3,1,1,5,4,5,5,5,3,4,3,5,
ES,ESS1-5e011,1.1,01.02.2013,74297,ESS2e03_3,2,3.3,241,1.0298,2.17710348767288,2,3,2,7,6,7,6,6,4,7,1,2,2,2,2,2,1,2,2,6,2,8,8,8,7,7,8,8,2,2,2,2,7,3,3,2,6,5,3,4,3,3,3,4,2,3,4,3,3,4,3,4,4,3,4,4,5,3,4,3,
ES,ESS1-5e011,1.1,01.02.2013,74298,ESS2e03_3,2,3.3,242,1.0298,2.17710348767288,4,2,2,8,8,7,7,7,8,7,1,2,2,2,2,2,2,2,2,6,2,9,8,3,6,4,4,4,1,2,1,2,6,3,3,3,3,3,4,4,3,1,3,3,5,2,5,3,2,5,6,3,2,4,2,5,3,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,74299,ESS2e03_3,2,3.3,245,1.0491,2.17710348767288,3,5,2,5,7,8,3,0,3,1,1,2,2,2,2,1,2,2,1,2,1,9,8,4,4,9,7,7,2,2,2,2,8,1,3,4,8,10,8,1,2,2,4,1,3,4,4,2,2,4,2,2,2,2,3,3,2,1,3,3,
ES,ESS1-5e011,1.1,01.02.2013,74300,ESS2e03_3,2,3.3,247,1.0491,2.17710348767288,3,3,2,3,5,6,4,5,5,3,1,2,2,2,2,2,2,2,2,6,2,7,5,3,2,4,3,5,3,1,1,4,2,3,2,3,3,8,3,2,1,2,2,3,2,3,1,2,3,2,2,2,3,2,2,1,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74301,ESS2e03_3,2,3.3,248,1.0491,2.17710348767288,2,2,4,3,5,4,3,4,3,2,1,2,2,2,2,2,2,2,2,6,2,8,5,3,4,2,3,6,2,1,2,4,4,3,3,3,7,7,3,2,2,3,1,2,3,3,4,2,4,3,4,4,2,3,2,2,4,3,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74302,ESS2e03_3,2,3.3,250,1.0491,2.17710348767288,3,4,3,5,5,10,3,3,5,5,7,2,2,2,1,1,2,2,7,6,7,77,10,5,5,5,88,2,2,7,2,8,0,2,2,3,10,5,10,1,6,1,1,1,4,5,2,1,1,1,1,1,1,4,1,1,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,74303,ESS2e03_3,2,3.3,251,1.0313,2.17710348767288,1,2,4,7,2,8,7,7,7,7,1,2,2,2,2,2,1,2,1,2,2,8,9,3,5,5,0,5,1,1,1,1,10,1,1,1,10,10,7,2,5,1,2,1,1,1,1,1,2,1,1,5,1,3,1,5,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,74304,ESS2e03_3,2,3.3,254,1.0313,2.17710348767288,3,5,3,7,5,10,4,4,6,5,7,2,2,2,1,1,2,2,7,6,2,5,8,6,5,6,88,2,2,3,1,2,10,2,2,1,10,5,5,2,5,1,4,2,4,5,3,1,2,3,2,3,1,5,1,2,2,2,1,5,
ES,ESS1-5e011,1.1,01.02.2013,74305,ESS2e03_3,2,3.3,258,1.0313,2.17710348767288,3,3,3,5,6,8,4,3,4,2,1,2,2,2,2,2,2,2,2,6,2,5,6,3,3,5,1,7,2,1,1,4,7,4,4,4,1,6,3,1,3,1,2,1,1,2,2,1,1,2,2,3,1,2,1,3,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74306,ESS2e03_3,2,3.3,262,1.0313,2.17710348767288,2,3,4,5,6,6,4,3,3,4,2,2,2,2,2,2,2,2,2,6,2,7,7,6,8,7,5,5,3,3,1,2,6,2,4,4,8,10,3,2,3,2,2,2,2,2,1,3,2,3,3,2,4,3,2,3,1,2,4,3,
ES,ESS1-5e011,1.1,01.02.2013,74307,ESS2e03_3,2,3.3,264,1.0313,2.17710348767288,3,3,4,7,7,8,5,4,4,3,1,2,2,2,2,2,2,2,1,3,2,7,6,3,5,7,3,5,3,1,1,2,6,3,3,3,4,6,4,1,2,1,4,2,1,4,3,4,1,1,2,2,3,1,2,2,1,2,3,1,
ES,ESS1-5e011,1.1,01.02.2013,74308,ESS2e03_3,2,3.3,265,1.0313,2.17710348767288,1,3,4,3,2,3,2,2,3,3,2,2,2,2,2,2,1,2,1,2,2,10,9,2,2,2,2,1,2,2,2,2,10,1,1,1,9,8,7,2,3,1,3,1,3,3,2,3,5,1,1,3,1,4,2,2,2,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,74309,ESS2e03_3,2,3.3,268,1.0313,2.17710348767288,1,2,4,6,8,6,5,5,6,6,1,2,2,2,2,2,2,2,1,2,2,4,8,5,6,7,6,7,2,2,2,1,10,1,1,1,10,10,10,2,4,1,3,2,3,1,1,1,3,2,2,3,1,3,1,5,1,2,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74310,ESS2e03_3,2,3.3,269,1.0313,2.17710348767288,1,2,3,8,9,9,8,8,8,8,1,2,2,2,2,2,1,2,1,9,2,1,9,5,8,8,2,10,2,3,1,1,5,2,2,2,8,8,5,1,5,1,2,1,3,1,1,2,4,1,1,1,1,3,1,2,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,74311,ESS2e03_3,2,3.3,270,1.0313,2.17710348767288,3,5,2,5,3,2,2,2,4,4,1,2,2,2,2,2,1,2,1,3,2,1,8,7,7,6,1,7,2,1,1,1,1,4,4,4,1,5,1,1,4,1,1,1,1,2,2,3,2,1,2,1,1,1,2,2,1,1,5,1,
ES,ESS1-5e011,1.1,01.02.2013,74312,ESS2e03_3,2,3.3,272,1.0491,2.17710348767288,3,4,3,6,6,8,7,7,7,7,1,2,2,2,2,2,2,2,1,2,7,8,7,7,5,10,4,5,2,4,1,8,0,3,3,4,2,7,3,3,4,1,5,1,1,1,1,1,5,2,1,1,1,5,1,1,1,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74313,ESS2e03_3,2,3.3,275,1.0491,2.17710348767288,3,2,4,5,6,8,6,5,4,5,1,2,2,1,2,2,2,2,1,9,2,2,8,3,4,7,4,4,2,1,3,4,0,2,3,3,7,10,5,2,4,1,3,1,2,4,3,1,2,1,2,2,2,1,2,3,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74314,ESS2e03_3,2,3.3,276,1.0491,2.17710348767288,3,2,4,4,3,5,3,4,3,2,1,1,2,2,1,2,2,2,1,3,1,8,4,4,5,4,4,3,1,1,8,4,4,2,2,1,2,6,4,2,4,2,4,1,5,5,3,4,3,2,2,3,2,3,5,5,4,2,5,3,
ES,ESS1-5e011,1.1,01.02.2013,74315,ESS2e03_3,2,3.3,285,1.0491,2.17710348767288,2,2,3,4,3,4,5,4,5,3,1,2,2,2,2,2,2,2,2,6,2,6,7,6,3,4,3,7,2,2,1,2,2,3,2,3,4,7,4,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74316,ESS2e03_3,2,3.3,297,1.0491,2.17710348767288,1,2,4,8,5,8,7,8,8,8,1,2,2,1,1,2,1,2,1,2,1,1,3,5,6,10,5,6,1,1,1,5,10,1,1,1,10,10,10,1,6,1,6,3,5,6,1,8,3,1,1,6,3,4,6,6,1,1,5,4,
ES,ESS1-5e011,1.1,01.02.2013,74317,ESS2e03_3,2,3.3,300,1.0491,2.17710348767288,3,4,3,6,4,7,6,5,6,7,1,2,2,2,2,2,2,2,1,2,2,8,8,6,5,8,8,6,2,1,1,4,4,2,2,2,7,10,10,2,3,1,5,1,2,6,3,4,3,3,3,5,2,6,4,4,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,74318,ESS2e03_3,2,3.3,302,1.1058,2.17710348767288,2,2,3,9,8,10,5,5,7,7,2,2,2,2,2,2,2,2,1,3,2,0,9,5,5,5,8,8,2,2,1,1,10,1,1,1,10,10,10,1,4,1,2,1,1,1,2,1,5,1,2,2,2,3,2,3,1,1,4,4,
ES,ESS1-5e011,1.1,01.02.2013,74319,ESS2e03_3,2,3.3,305,1.1058,2.17710348767288,4,4,2,6,7,9,6,5,6,8,1,2,2,2,2,2,2,2,1,3,2,5,2,3,4,5,8,7,1,1,2,2,1,3,3,3,1,3,2,1,3,1,2,1,1,1,1,1,2,1,2,3,1,3,1,4,1,1,3,1,
ES,ESS1-5e011,1.1,01.02.2013,74320,ESS2e03_3,2,3.3,307,1.1058,2.17710348767288,4,3,2,5,8,10,1,1,8,7,2,2,2,2,2,2,2,2,2,6,2,88,2,1,5,3,8,9,1,1,2,1,10,1,1,1,8,8,8,2,5,1,4,1,4,1,1,1,5,3,2,4,1,5,3,1,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,74321,ESS2e03_3,2,3.3,308,1.1058,2.17710348767288,3,3,2,9,9,10,5,5,5,5,3,2,2,2,2,2,2,2,2,6,2,88,8,4,3,4,10,10,1,2,2,2,10,1,1,1,10,10,10,2,5,1,3,1,3,2,1,1,3,1,2,3,1,3,1,4,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,74322,ESS2e03_3,2,3.3,313,1.1058,2.17710348767288,4,8,8,77,88,88,88,88,88,88,1,2,2,2,2,2,2,2,2,6,2,88,5,5,6,88,6,6,3,3,3,3,4,3,3,3,5,2,4,4,4,3,3,3,3,3,3,3,3,3,8,3,3,3,5,5,3,3,3,4,
ES,ESS1-5e011,1.1,01.02.2013,74323,ESS2e03_3,2,3.3,318,1.0491,2.17710348767288,4,5,4,5,7,7,3,0,7,8,1,2,2,2,2,2,1,2,2,6,2,5,8,6,7,10,7,6,2,1,1,2,10,1,1,1,8,9,5,1,4,1,4,4,1,4,1,1,1,1,1,4,1,5,1,1,1,1,2,4,
ES,ESS1-5e011,1.1,01.02.2013,74324,ESS2e03_3,2,3.3,319,1.0491,2.17710348767288,4,4,2,0,0,8,0,0,0,0,1,2,2,2,2,2,2,2,2,6,2,5,5,6,5,8,0,0,1,5,1,4,3,4,3,2,1,5,7,5,5,1,2,1,5,2,1,1,1,1,1,4,1,6,1,1,1,1,2,1,
ES,ESS1-5e011,1.1,01.02.2013,74325,ESS2e03_3,2,3.3,320,1.0491,2.17710348767288,3,2,3,2,0,6,1,0,2,0,1,2,2,2,2,2,2,2,2,6,2,4,6,4,4,5,2,6,1,4,2,4,6,1,1,1,4,10,4,2,2,1,2,1,1,2,1,3,1,2,3,3,1,2,2,1,1,2,1,1,
ES,ESS1-5e011,1.1,01.02.2013,74326,ESS2e03_3,2,3.3,321,1.0491,2.17710348767288,3,3,3,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,6,2,5,7,2,0,4,1,5,1,1,2,5,5,2,2,2,7,10,3,2,2,1,2,2,1,3,1,4,1,1,2,2,2,2,1,1,1,1,5,3,
ES,ESS1-5e011,1.1,01.02.2013,74327,ESS2e03_3,2,3.3,322,1.0491,2.17710348767288,2,3,4,5,3,4,3,2,3,1,1,2,2,2,2,2,2,2,2,6,2,6,8,4,3,6,4,4,2,1,1,4,4,4,4,4,8,7,1,2,3,2,2,1,2,2,1,1,3,2,2,3,2,1,2,2,1,2,2,1,
ES,ESS1-5e011,1.1,01.02.2013,74328,ESS2e03_3,2,3.3,323,1.0491,2.17710348767288,3,3,3,3,4,6,3,4,3,2,1,2,2,2,2,2,2,2,2,6,2,5,6,3,2,6,4,3,2,3,1,2,5,3,3,3,0,7,3,2,3,1,4,3,2,1,2,3,2,1,2,3,2,2,3,1,2,2,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74329,ESS2e03_3,2,3.3,324,1.0491,2.17710348767288,3,2,4,4,3,6,4,5,3,4,2,2,2,2,2,2,2,2,2,6,2,6,7,5,4,6,4,4,1,2,1,4,7,2,3,2,5,8,3,2,3,3,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74330,ESS2e03_3,2,3.3,327,1.0491,2.17710348767288,4,1,4,2,0,0,3,4,2,1,1,2,2,2,2,2,2,2,2,6,2,8,8,3,2,5,0,2,1,1,1,5,1,2,3,3,7,10,3,3,2,3,3,2,2,3,1,3,2,3,3,3,2,1,3,2,2,3,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74331,ESS2e03_3,2,3.3,328,1.0491,2.17710348767288,3,2,3,5,6,9,3,2,5,4,1,2,1,1,2,2,2,2,1,3,2,7,6,2,3,3,4,4,1,2,1,4,5,3,3,3,6,7,4,1,5,1,2,1,1,4,1,2,1,1,1,2,2,1,2,1,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74332,ESS2e03_3,2,3.3,329,1.0491,2.17710348767288,2,2,5,4,7,7,3,2,4,3,1,2,2,2,2,2,2,2,1,3,2,6,8,2,5,9,4,6,3,1,1,4,5,3,3,3,7,10,4,1,3,1,2,1,3,3,1,2,2,1,2,3,1,1,1,2,1,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74333,ESS2e03_3,2,3.3,330,1.0491,2.17710348767288,3,3,4,8,6,8,8,7,8,9,1,2,2,2,2,2,2,2,1,2,1,9,4,7,4,10,6,6,2,4,2,4,4,2,4,4,3,8,6,3,2,2,3,3,3,3,3,3,3,4,3,3,2,3,2,2,2,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,74334,ESS2e03_3,2,3.3,332,1.0491,2.17710348767288,3,3,3,3,5,6,4,2,3,2,1,2,2,2,2,2,7,2,1,3,2,6,7,4,6,5,4,6,2,2,1,2,6,3,3,3,5,7,5,1,3,1,4,1,2,2,3,1,2,2,1,2,1,1,1,2,1,1,3,1,
ES,ESS1-5e011,1.1,01.02.2013,74335,ESS2e03_3,2,3.3,334,1.0491,2.17710348767288,4,1,5,7,6,6,6,6,10,10,2,2,2,2,2,1,2,2,2,6,2,77,10,8,10,9,6,7,2,1,2,4,9,1,1,2,10,10,10,2,3,1,5,4,1,1,1,3,2,1,1,5,1,4,6,6,1,1,7,3,
ES,ESS1-5e011,1.1,01.02.2013,74336,ESS2e03_3,2,3.3,338,1.0491,2.17710348767288,2,2,4,2,4,3,4,1,3,2,1,2,2,2,2,2,2,2,2,6,2,7,2,4,3,3,2,4,2,1,1,2,8,3,2,2,5,7,3,2,3,2,2,3,1,2,2,1,2,1,2,3,2,2,1,2,3,2,2,1,
ES,ESS1-5e011,1.1,01.02.2013,74337,ESS2e03_3,2,3.3,340,1.0491,2.17710348767288,2,2,4,2,5,5,4,2,3,3,1,2,2,2,2,2,2,2,2,6,2,5,7,2,2,6,4,4,4,2,1,5,5,3,3,3,6,9,3,3,1,2,3,2,3,2,2,3,2,3,4,3,2,3,2,3,3,3,4,3,
ES,ESS1-5e011,1.1,01.02.2013,74338,ESS2e03_3,2,3.3,342,1.0491,2.17710348767288,3,1,5,6,3,7,3,3,7,7,1,2,2,2,2,1,1,2,1,2,1,0,6,5,3,8,4,6,2,1,2,5,7,1,1,2,8,10,7,1,1,1,1,1,3,2,2,4,3,2,2,4,2,2,1,2,1,1,2,2,
ES,ESS1-5e011,1.1,01.02.2013,74339,ESS2e03_3,2,3.3,344,1.0491,2.17710348767288,3,3,4,2,5,5,2,2,3,3,1,2,2,2,2,2,2,2,2,6,2,6,7,3,4,7,2,4,4,1,1,2,8,4,4,4,3,7,2,1,3,2,2,1,2,2,1,1,1,1,2,3,2,1,1,2,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,74340,ESS2e03_3,2,3.3,351,1.0491,2.17710348767288,3,2,3,7,6,8,4,3,4,1,1,2,2,1,2,2,2,2,1,4,2,9,7,5,7,7,7,6,4,3,1,3,7,3,3,3,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,74341,ESS2e03_3,2,3.3,352,1.0491,2.17710348767288,4,4,3,5,4,5,4,4,8,8,2,2,2,2,2,2,2,1,2,6,2,5,6,6,5,7,0,4,2,1,1,4,10,1,1,1,10,10,10,1,3,2,5,3,2,5,2,2,2,2,2,6,1,4,6,5,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,74342,ESS2e03_3,2,3.3,353,1.0491,2.17710348767288,3,3,4,5,4,8,5,5,5,8,1,2,2,2,2,2,2,2,2,6,2,4,7,7,7,8,6,6,2,2,2,5,5,1,1,1,10,10,9,2,4,3,4,3,5,3,2,2,2,2,2,2,2,4,4,6,2,2,5,3,
