cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-5e011,1.1,01.02.2013,72523,ESS1e06_3,1,6.3,139,1.5285,2.02007964141122,4,5,2,6,4,5,3,,5,5,3,2,2,2,1,1,1,2,2,6,2,88,7,7,6,7,4,7,2,2,2,2,,2,2,2,7,6,5,5,3,3,2,1,2,3,3,4,2,2,3,2,1,2,4,2,2,4,4,2,
ES,ESS1-5e011,1.1,01.02.2013,72524,ESS1e06_3,1,6.3,142,1.5285,2.02007964141122,3,3,2,88,1,8,5,,88,88,1,2,2,2,2,2,2,2,2,6,2,7,4,5,7,7,88,7,2,8,2,3,,3,3,3,88,8,88,5,5,2,3,1,5,3,2,2,5,3,2,6,1,6,2,3,2,3,1,5,
ES,ESS1-5e011,1.1,01.02.2013,72525,ESS1e06_3,1,6.3,147,0.9957,2.02007964141122,3,3,3,7,6,6,5,,7,8,2,2,2,2,1,1,2,2,2,6,2,4,6,3,3,5,6,5,2,1,2,2,,3,3,4,88,6,6,1,5,1,2,1,5,6,1,3,2,1,2,2,1,5,1,3,3,2,6,4,
ES,ESS1-5e011,1.1,01.02.2013,72526,ESS1e06_3,1,6.3,150,1.3275,2.02007964141122,3,3,3,3,4,1,0,,4,3,1,2,2,1,1,1,1,2,2,6,2,4,6,3,1,3,2,4,2,1,4,5,,1,1,1,7,8,8,2,3,1,3,2,2,3,1,3,2,2,2,3,4,2,3,3,2,2,4,2,
ES,ESS1-5e011,1.1,01.02.2013,72527,ESS1e06_3,1,6.3,151,0.6638,2.02007964141122,3,3,2,88,10,10,2,,2,2,1,2,2,2,2,2,2,2,2,6,2,88,9,3,7,9,7,8,2,2,2,8,,3,3,3,8,8,6,3,3,2,3,2,4,5,2,2,2,4,2,4,1,5,3,2,2,2,1,4,
ES,ESS1-5e011,1.1,01.02.2013,72528,ESS1e06_3,1,6.3,153,0.7799,2.02007964141122,2,3,3,3,5,4,3,,6,4,1,2,2,1,2,1,2,2,2,6,2,3,6,4,0,4,4,5,2,1,2,4,,2,2,2,7,7,7,1,4,1,3,2,3,4,1,3,2,1,3,3,3,3,4,2,1,2,4,3,
ES,ESS1-5e011,1.1,01.02.2013,72529,ESS1e06_3,1,6.3,154,0.7799,2.02007964141122,2,3,3,6,5,6,3,,5,4,1,2,2,2,2,1,2,2,2,6,2,4,6,5,5,7,4,6,2,1,2,4,,3,3,3,5,6,6,2,4,2,4,3,2,5,1,3,4,2,2,5,4,4,4,3,3,3,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72530,ESS1e06_3,1,6.3,156,0.7799,2.02007964141122,4,3,3,7,3,5,1,,7,7,1,2,2,2,2,2,2,2,1,2,2,6,4,3,7,7,7,6,3,4,1,1,,4,4,4,2,2,2,2,2,2,2,2,3,4,2,3,2,1,3,2,2,3,4,2,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72531,ESS1e06_3,1,6.3,159,0.7799,2.02007964141122,4,5,1,10,10,10,10,,10,10,1,2,2,2,2,2,2,2,2,6,2,88,8,8,8,10,9,10,1,8,8,8,,2,2,2,0,9,9,5,5,1,5,1,5,5,3,1,6,6,1,6,1,6,1,3,1,1,1,6,
ES,ESS1-5e011,1.1,01.02.2013,72532,ESS1e06_3,1,6.3,165,0.7092,2.02007964141122,4,2,4,10,10,10,2,,10,10,1,2,2,2,2,2,2,2,1,1,1,7,9,8,10,10,3,6,1,3,1,8,,2,3,3,5,8,1,5,5,4,4,3,6,2,4,4,6,2,2,3,1,6,1,1,1,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72533,ESS1e06_3,1,6.3,167,0.3546,2.02007964141122,4,5,1,5,2,6,0,,0,0,1,2,2,2,2,2,2,2,1,1,2,2,8,2,0,3,2,3,1,1,2,3,,3,3,3,2,5,3,2,3,3,4,2,5,4,5,4,4,1,4,3,2,5,2,1,3,2,1,2,
ES,ESS1-5e011,1.1,01.02.2013,72534,ESS1e06_3,1,6.3,168,1.0639,2.02007964141122,4,1,1,8,6,9,6,,5,5,1,2,2,2,2,2,2,2,8,6,2,5,9,7,5,8,5,5,1,2,1,3,,3,3,2,8,3,1,3,3,2,5,2,5,1,4,1,3,2,2,5,3,5,1,2,1,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,72535,ESS1e06_3,1,6.3,169,0.7092,2.02007964141122,4,5,1,10,10,0,0,,88,88,2,2,2,2,2,2,2,2,2,6,2,5,10,10,10,10,10,10,2,2,2,2,,1,1,1,8,88,10,3,3,2,6,1,6,6,6,1,6,1,1,6,1,6,1,3,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,72536,ESS1e06_3,1,6.3,171,0.7092,2.02007964141122,4,5,1,5,2,4,2,,88,88,1,2,2,2,2,2,2,2,1,2,2,7,10,3,5,8,4,5,1,2,1,8,,4,4,4,2,1,1,2,5,4,5,1,6,1,4,1,4,2,4,5,2,6,1,5,4,3,1,5,
ES,ESS1-5e011,1.1,01.02.2013,72537,ESS1e06_3,1,6.3,173,1.2127,2.02007964141122,3,3,2,8,6,7,4,,6,8,1,2,2,2,2,2,2,2,2,6,2,5,6,7,7,8,6,3,2,2,2,4,,2,2,2,6,7,2,3,3,2,3,1,4,2,3,3,3,3,2,2,2,3,2,2,2,3,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72538,ESS1e06_3,1,6.3,177,1.2127,2.02007964141122,4,5,1,5,6,3,3,,5,5,1,2,2,2,2,2,2,2,2,6,2,2,8,6,4,6,5,4,2,1,1,3,,3,3,3,88,5,1,3,1,3,1,2,2,4,4,4,1,1,3,1,3,1,3,2,3,4,4,1,
ES,ESS1-5e011,1.1,01.02.2013,72539,ESS1e06_3,1,6.3,178,0.4042,2.02007964141122,4,3,3,7,7,6,5,,7,8,3,2,2,2,2,2,2,2,2,6,2,3,6,4,4,6,88,6,3,1,2,5,,2,2,2,7,8,8,2,3,2,2,2,2,4,2,4,2,2,3,2,3,2,3,2,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,72540,ESS1e06_3,1,6.3,179,0.8085,2.02007964141122,3,3,3,5,6,5,3,,5,6,1,2,2,1,1,1,1,2,2,6,2,3,6,4,4,6,3,6,2,1,2,3,,1,1,1,8,8,8,2,5,1,3,3,3,5,2,3,3,2,3,3,3,2,4,3,2,2,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72541,ESS1e06_3,1,6.3,184,1.5635,2.02007964141122,2,2,4,7,4,6,3,,7,9,3,7,7,2,1,1,1,7,2,6,2,4,5,8,4,8,7,5,2,1,2,4,,3,3,3,8,8,5,2,4,1,3,3,2,3,2,3,3,1,2,4,4,3,4,3,2,2,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72542,ESS1e06_3,1,6.3,188,0.7817,2.02007964141122,3,2,3,5,4,4,6,,3,4,1,2,2,1,1,1,1,2,2,6,2,3,5,4,4,5,3,6,2,1,2,4,,3,3,3,7,7,7,2,3,1,3,3,2,4,2,3,3,2,2,3,3,3,3,2,2,2,3,4,
ES,ESS1-5e011,1.1,01.02.2013,72543,ESS1e06_3,1,6.3,189,1.1726,2.02007964141122,4,3,2,9,9,9,0,,0,0,1,1,1,2,2,1,2,2,1,1,1,1,8,2,2,4,7,5,4,1,4,4,,1,1,1,9,9,9,1,4,1,1,1,1,6,1,4,3,1,1,3,1,1,1,1,1,1,1,1,
ES,ESS1-5e011,1.1,01.02.2013,72544,ESS1e06_3,1,6.3,192,0.3909,2.02007964141122,3,3,3,7,6,5,4,,6,7,1,2,2,2,2,2,2,2,1,2,2,7,6,6,7,7,88,7,8,4,2,3,,3,3,3,6,6,4,4,4,3,5,1,5,2,3,2,6,3,3,5,1,6,2,3,3,4,1,6,
ES,ESS1-5e011,1.1,01.02.2013,72545,ESS1e06_3,1,6.3,195,1.2849,2.02007964141122,3,5,2,8,7,8,5,,8,5,1,2,2,2,2,1,2,2,1,2,2,6,6,5,6,6,5,3,1,2,1,4,,2,2,2,7,8,6,4,5,1,3,1,3,2,3,2,3,2,3,3,1,5,4,2,1,3,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72546,ESS1e06_3,1,6.3,196,1.2849,2.02007964141122,2,2,4,7,2,3,2,,5,3,1,2,2,2,2,2,2,2,1,2,2,5,7,8,7,8,4,5,2,2,2,4,,2,3,3,7,7,6,3,4,2,5,3,5,4,3,5,5,3,3,4,1,3,2,4,2,4,4,5,
ES,ESS1-5e011,1.1,01.02.2013,72547,ESS1e06_3,1,6.3,197,0.4283,2.02007964141122,3,5,2,7,6,7,4,,88,88,1,2,2,2,2,2,2,2,1,2,2,4,5,4,4,88,88,4,2,3,2,8,,1,1,1,7,6,6,5,5,2,3,1,6,3,3,3,6,2,3,4,2,6,2,2,2,3,2,5,
ES,ESS1-5e011,1.1,01.02.2013,72548,ESS1e06_3,1,6.3,200,1.7132,2.02007964141122,3,3,2,1,1,0,0,,1,1,2,2,2,2,2,1,2,2,2,6,2,3,7,4,2,5,4,2,2,3,1,4,,3,3,4,6,5,3,3,5,4,2,1,2,2,5,5,2,2,5,3,2,2,3,3,3,4,4,3,
ES,ESS1-5e011,1.1,01.02.2013,72549,ESS1e06_3,1,6.3,205,0.8771,2.02007964141122,4,3,4,88,1,5,1,,1,88,1,2,2,2,2,2,2,2,2,6,2,88,5,3,88,5,6,6,2,3,3,2,,3,3,3,88,3,5,4,2,3,3,2,5,2,3,1,2,3,2,2,2,3,4,3,2,3,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72550,ESS1e06_3,1,6.3,206,0.4386,2.02007964141122,4,4,3,7,4,7,1,,1,1,1,2,2,2,2,2,2,2,2,6,2,7,4,5,5,5,4,4,2,8,2,2,,4,4,3,88,5,6,5,5,1,2,1,2,2,2,2,3,2,2,2,2,6,2,2,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,72551,ESS1e06_3,1,6.3,208,0.4386,2.02007964141122,4,3,4,88,7,7,5,,7,6,1,1,2,2,2,2,2,2,8,6,2,88,8,2,7,7,88,88,1,4,2,3,,2,2,2,4,4,2,1,2,2,2,1,4,4,2,2,2,2,3,2,2,5,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72552,ESS1e06_3,1,6.3,209,0.8771,2.02007964141122,3,4,3,4,2,0,0,,5,5,1,2,2,2,2,2,2,2,1,2,2,4,8,7,5,8,6,7,2,3,2,2,,3,3,3,6,5,5,2,2,2,2,2,5,2,2,2,2,2,4,2,2,5,2,2,2,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,72553,ESS1e06_3,1,6.3,210,0.8771,2.02007964141122,3,3,4,8,8,9,8,,6,8,1,2,2,2,2,2,2,2,2,6,2,88,10,8,7,8,8,8,2,4,4,2,,2,2,2,7,6,7,2,6,2,3,2,1,2,2,2,2,2,2,6,2,6,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72554,ESS1e06_3,1,6.3,213,0.4386,2.02007964141122,1,1,5,7,7,88,6,,6,5,1,1,1,1,1,1,1,2,1,3,2,1,9,4,2,3,2,2,4,1,4,4,,1,1,1,7,8,8,1,4,1,5,5,1,5,2,2,5,1,1,6,6,1,6,2,2,2,6,6,
ES,ESS1-5e011,1.1,01.02.2013,72555,ESS1e06_3,1,6.3,214,0.8771,2.02007964141122,3,4,4,7,7,7,6,,5,5,1,2,2,2,2,2,2,2,2,6,2,4,8,7,6,7,7,8,2,2,1,2,,2,2,2,5,6,5,2,3,2,2,2,2,2,2,3,2,1,2,4,2,4,2,2,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72556,ESS1e06_3,1,6.3,218,1.5133,2.02007964141122,4,5,4,1,1,7,1,,1,0,2,2,2,2,2,2,2,2,1,3,2,4,7,3,0,5,6,2,2,2,2,2,,1,1,1,5,5,5,4,5,1,1,2,3,4,2,2,2,4,2,4,2,4,2,4,1,1,3,4,
ES,ESS1-5e011,1.1,01.02.2013,72557,ESS1e06_3,1,6.3,222,0.5044,2.02007964141122,2,1,5,3,3,5,4,,4,0,1,2,2,2,2,2,2,2,1,2,2,4,5,3,0,5,4,5,2,3,8,2,,2,2,2,7,6,5,2,5,1,5,2,2,3,2,2,2,2,2,5,1,5,2,3,2,1,4,4,
ES,ESS1-5e011,1.1,01.02.2013,72558,ESS1e06_3,1,6.3,223,1.0089,2.02007964141122,1,3,4,6,0,7,5,,5,3,1,2,2,2,2,2,2,2,1,2,2,3,7,5,5,7,4,7,2,3,2,3,,1,1,1,6,5,8,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72559,ESS1e06_3,1,6.3,224,0.5044,2.02007964141122,2,5,4,5,2,7,5,,88,3,1,2,2,2,2,2,2,2,1,2,2,4,9,2,2,9,88,5,2,2,8,3,,2,2,2,7,6,88,1,4,1,4,1,4,4,2,3,1,3,2,5,1,6,2,1,2,1,2,4,
ES,ESS1-5e011,1.1,01.02.2013,72560,ESS1e06_3,1,6.3,226,0.5044,2.02007964141122,3,3,3,8,5,9,5,,4,4,1,2,2,2,2,2,2,2,1,2,2,6,10,5,5,5,5,88,2,2,3,2,,2,2,2,6,5,88,1,5,1,4,3,1,4,1,1,1,1,2,4,2,1,2,4,1,1,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72561,ESS1e06_3,1,6.3,231,0.6869,2.02007964141122,3,4,2,5,5,8,5,,88,8,1,2,2,2,2,2,2,2,1,2,2,5,8,8,7,10,5,5,2,3,2,3,,2,2,3,5,6,8,2,5,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72562,ESS1e06_3,1,6.3,232,1.0303,2.02007964141122,3,3,4,8,5,10,10,,7,7,1,2,2,2,2,2,2,2,2,6,2,88,6,5,8,8,6,7,2,3,2,2,,1,3,3,7,6,3,4,2,2,2,1,4,2,3,2,3,2,2,2,1,2,3,3,2,1,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72563,ESS1e06_3,1,6.3,234,0.6869,2.02007964141122,4,8,2,5,2,10,1,,0,3,1,2,2,2,2,2,2,2,2,6,2,88,10,10,2,10,5,0,4,3,2,2,,2,2,3,5,5,2,2,2,2,3,2,3,4,3,3,2,2,2,2,2,2,4,3,2,2,4,3,
ES,ESS1-5e011,1.1,01.02.2013,72564,ESS1e06_3,1,6.3,235,0.6869,2.02007964141122,3,4,2,88,5,7,6,,88,1,2,2,2,2,2,2,2,2,1,8,2,4,6,0,88,5,88,5,2,3,2,2,,8,3,2,6,6,5,2,3,2,4,3,2,4,2,3,1,2,3,2,2,3,4,3,1,3,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72565,ESS1e06_3,1,6.3,237,1.9946,2.02007964141122,3,5,2,6,6,6,5,,5,6,2,2,2,2,2,2,2,2,2,6,2,88,4,5,6,4,7,6,2,3,8,3,,3,4,8,4,5,3,2,5,2,2,2,2,2,3,2,2,2,2,2,2,5,2,1,2,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,72566,ESS1e06_3,1,6.3,238,0.7978,2.02007964141122,3,3,2,3,5,5,1,,3,3,1,2,2,2,2,2,2,2,2,6,2,4,10,4,3,3,4,3,2,2,2,2,,4,4,4,3,3,5,1,2,2,5,2,1,4,3,2,2,2,3,2,3,2,1,2,1,1,2,1,
ES,ESS1-5e011,1.1,01.02.2013,72567,ESS1e06_3,1,6.3,240,0.7978,2.02007964141122,4,4,4,5,5,5,4,,4,88,2,2,2,2,2,2,2,2,8,6,2,88,5,7,5,6,6,5,2,2,2,3,,3,8,3,6,6,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,2,3,2,5,
ES,ESS1-5e011,1.1,01.02.2013,72568,ESS1e06_3,1,6.3,242,0.7978,2.02007964141122,4,4,3,5,7,9,2,,2,2,1,2,2,2,2,2,2,2,1,6,2,88,6,4,5,5,6,6,2,4,3,3,,2,2,2,3,4,3,2,5,2,2,2,2,2,3,2,3,1,2,2,2,5,2,2,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72569,ESS1e06_3,1,6.3,243,1.1968,2.02007964141122,3,3,2,7,6,5,5,,7,8,2,2,2,2,2,1,1,2,2,6,2,5,6,7,6,5,5,7,2,2,3,3,,1,1,1,7,7,8,2,5,1,5,3,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72570,ESS1e06_3,1,6.3,244,1.9946,2.02007964141122,4,3,2,88,4,4,8,,8,8,2,2,2,2,2,2,2,2,2,6,2,6,9,9,1,1,5,8,2,2,4,3,,2,3,1,5,4,4,1,5,1,1,2,1,4,1,1,1,1,1,1,1,5,1,1,1,3,1,3,
ES,ESS1-5e011,1.1,01.02.2013,72571,ESS1e06_3,1,6.3,245,1.1968,2.02007964141122,2,2,4,6,6,6,4,,6,2,1,2,2,2,2,2,2,2,2,6,2,88,10,6,7,4,6,8,1,2,2,2,,8,8,8,10,5,5,5,5,2,1,2,5,3,1,2,2,1,1,5,1,5,1,3,1,2,4,5,
ES,ESS1-5e011,1.1,01.02.2013,72572,ESS1e06_3,1,6.3,246,0.7978,2.02007964141122,4,3,2,7,8,7,5,,5,6,2,2,2,2,2,2,2,2,1,2,2,4,10,8,7,7,9,9,3,2,3,3,,3,3,3,5,5,5,3,6,2,2,2,3,3,3,2,2,3,2,3,2,5,2,2,2,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,72573,ESS1e06_3,1,6.3,258,0.6161,2.02007964141122,4,4,1,5,5,9,5,,5,5,1,2,2,2,2,2,2,2,2,6,2,3,8,3,0,8,2,8,2,3,1,2,,2,3,2,5,5,8,2,6,1,4,1,5,3,3,1,1,1,1,1,1,5,1,1,1,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,72574,ESS1e06_3,1,6.3,261,0.9241,2.02007964141122,3,2,5,7,7,7,5,,5,5,1,2,2,2,2,2,2,2,1,2,2,5,7,5,4,5,88,7,2,3,1,1,,1,1,2,7,7,88,2,3,1,5,1,4,2,1,3,5,3,1,4,1,6,1,1,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,72575,ESS1e06_3,1,6.3,263,0.6161,2.02007964141122,4,8,2,5,3,3,3,,3,3,1,2,2,2,2,2,2,2,2,6,2,5,8,5,5,5,5,5,1,1,1,2,,1,1,1,6,7,5,1,2,1,6,1,3,1,2,1,1,2,2,3,3,6,1,1,1,1,1,1,
ES,ESS1-5e011,1.1,01.02.2013,72576,ESS1e06_3,1,6.3,265,1.2321,2.02007964141122,3,4,1,4,4,5,4,,4,4,3,2,2,2,2,2,2,2,2,6,2,5,7,4,3,7,5,5,1,1,2,2,,3,3,3,5,7,5,3,3,1,4,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,1,
ES,ESS1-5e011,1.1,01.02.2013,72577,ESS1e06_3,1,6.3,268,0.6461,2.02007964141122,3,5,1,7,6,6,5,,6,6,1,2,2,2,2,2,2,2,1,2,2,7,8,7,8,7,7,7,8,3,2,2,,2,3,3,5,6,5,3,4,1,3,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,
ES,ESS1-5e011,1.1,01.02.2013,72578,ESS1e06_3,1,6.3,269,0.6461,2.02007964141122,4,4,2,6,6,8,4,,5,88,1,2,2,2,2,2,2,2,2,6,2,6,5,3,6,6,88,7,2,4,1,2,,1,2,2,5,7,5,4,6,1,3,1,4,3,3,2,6,2,1,5,2,6,3,1,1,1,1,6,
ES,ESS1-5e011,1.1,01.02.2013,72579,ESS1e06_3,1,6.3,270,0.6461,2.02007964141122,4,4,3,5,3,5,4,,5,5,1,2,2,2,2,2,2,2,2,6,2,5,7,6,4,6,6,6,1,2,1,2,,1,1,1,6,7,5,4,6,1,5,3,4,6,1,2,5,5,2,5,3,5,2,5,2,1,4,6,
ES,ESS1-5e011,1.1,01.02.2013,72580,ESS1e06_3,1,6.3,271,1.2923,2.02007964141122,4,5,1,5,5,5,3,,5,5,1,2,2,2,2,2,2,2,2,6,2,8,9,7,88,88,8,8,2,3,1,2,,1,2,3,5,88,8,2,6,1,1,1,1,1,1,1,6,3,1,1,1,6,1,1,1,1,1,5,
ES,ESS1-5e011,1.1,01.02.2013,72581,ESS1e06_3,1,6.3,272,0.6461,2.02007964141122,3,3,2,8,4,8,5,,5,4,1,2,2,2,2,2,2,2,2,6,2,5,7,88,5,88,7,8,1,3,1,2,,1,2,2,88,6,6,2,4,1,3,1,4,1,1,1,4,2,1,3,2,5,1,1,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,72582,ESS1e06_3,1,6.3,273,0.6461,2.02007964141122,4,5,1,5,3,6,3,,5,5,1,2,2,2,2,2,2,2,2,6,2,4,7,88,4,5,5,5,1,1,1,2,,2,2,2,2,7,2,2,5,1,5,1,4,3,1,1,3,2,2,3,2,4,1,3,2,2,3,3,
ES,ESS1-5e011,1.1,01.02.2013,72583,ESS1e06_3,1,6.3,275,0.9692,2.02007964141122,3,5,5,8,5,8,5,,5,5,1,1,1,1,2,1,1,2,1,3,1,5,8,8,8,8,8,5,2,2,1,2,,2,2,2,7,7,5,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
ES,ESS1-5e011,1.1,01.02.2013,72584,ESS1e06_3,1,6.3,276,0.6461,2.02007964141122,3,5,8,5,5,5,5,,5,5,1,2,2,2,2,2,2,2,2,6,2,7,5,2,3,88,4,2,8,8,2,8,,1,8,2,3,3,2,3,4,1,2,2,4,3,2,1,4,3,1,1,2,4,1,1,1,2,1,4,
ES,ESS1-5e011,1.1,01.02.2013,72585,ESS1e06_3,1,6.3,277,0.69,2.02007964141122,3,2,3,5,3,10,2,,6,6,1,2,2,1,2,1,2,2,1,3,2,6,5,3,5,4,5,7,1,3,1,3,,3,4,4,0,0,0,3,4,1,4,1,3,4,2,3,3,5,2,3,2,5,3,4,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72586,ESS1e06_3,1,6.3,282,1.38,2.02007964141122,3,8,3,5,5,7,4,,5,5,1,2,2,2,2,2,2,2,2,6,2,2,5,6,4,2,5,5,8,8,8,8,,1,1,8,88,5,5,2,5,2,4,2,2,2,2,1,3,1,1,4,2,4,2,4,3,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,72587,ESS1e06_3,1,6.3,283,2.415,2.02007964141122,3,3,2,10,6,10,10,,10,10,1,2,2,2,2,2,2,2,1,1,2,10,10,10,10,10,4,5,1,3,1,2,,1,1,1,8,5,5,1,5,1,1,1,1,1,3,1,2,1,1,4,1,6,1,1,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,72588,ESS1e06_3,1,6.3,286,0.69,2.02007964141122,4,5,1,6,4,7,2,,5,2,1,2,2,2,2,1,2,2,2,6,2,5,7,5,7,5,4,7,2,2,2,2,,2,2,2,6,6,2,2,5,2,4,2,2,2,2,2,5,2,2,5,2,5,2,2,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,72589,ESS1e06_3,1,6.3,288,1.035,2.02007964141122,4,4,1,0,10,10,0,,0,10,3,2,2,2,2,2,2,2,2,6,2,3,10,0,0,0,88,1,1,5,2,2,,4,4,4,0,3,0,3,1,5,1,4,1,5,3,2,1,1,1,2,5,1,2,1,2,5,6,1,
ES,ESS1-5e011,1.1,01.02.2013,72590,ESS1e06_3,1,6.3,289,0.8253,2.02007964141122,3,8,8,88,88,88,88,,88,88,1,2,2,2,2,2,2,2,1,8,2,88,88,88,88,88,88,88,8,8,8,8,,8,8,8,88,88,88,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
ES,ESS1-5e011,1.1,01.02.2013,72591,ESS1e06_3,1,6.3,290,0.8253,2.02007964141122,3,4,8,88,7,7,88,,88,88,1,2,2,2,2,2,2,2,1,6,2,88,8,8,8,7,7,6,4,3,2,2,,8,8,1,6,6,1,4,4,2,3,2,3,4,3,3,3,3,3,3,2,3,2,2,2,3,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72592,ESS1e06_3,1,6.3,291,0.8253,2.02007964141122,3,3,2,5,0,8,5,,88,88,1,2,2,2,2,2,2,2,1,2,2,2,7,7,7,7,7,6,1,5,1,8,,3,3,3,5,4,6,2,2,2,3,1,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,4,
ES,ESS1-5e011,1.1,01.02.2013,72593,ESS1e06_3,1,6.3,292,0.8253,2.02007964141122,7,7,1,88,88,8,88,,88,88,1,2,2,2,2,2,2,2,1,2,1,88,10,88,88,88,88,88,1,4,1,8,,2,8,2,88,88,88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
ES,ESS1-5e011,1.1,01.02.2013,72594,ESS1e06_3,1,6.3,294,1.238,2.02007964141122,4,8,8,88,88,88,88,,88,88,1,2,2,2,2,2,2,2,1,6,2,88,88,88,88,88,88,88,8,8,8,8,,8,8,8,88,88,88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
ES,ESS1-5e011,1.1,01.02.2013,72595,ESS1e06_3,1,6.3,297,0.8253,2.02007964141122,3,5,3,5,2,5,0,,5,5,1,2,2,2,2,2,2,2,1,2,1,3,8,6,6,8,7,7,4,3,2,3,,1,1,8,6,5,5,3,3,3,5,2,3,3,4,2,2,3,2,3,1,4,2,2,2,3,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72596,ESS1e06_3,1,6.3,300,0.3944,2.02007964141122,1,5,1,5,0,5,4,,3,3,1,1,2,1,2,1,2,2,1,3,2,7,8,5,8,88,88,88,4,2,2,2,,3,3,3,5,3,5,1,5,2,5,1,2,4,2,2,4,3,2,5,4,5,5,5,2,1,2,3,
ES,ESS1-5e011,1.1,01.02.2013,72597,ESS1e06_3,1,6.3,301,1.5775,2.02007964141122,1,3,1,8,5,6,2,,7,6,1,2,2,2,2,2,1,2,2,6,2,0,8,9,6,10,3,9,1,2,1,2,,2,2,2,6,2,3,3,5,2,5,2,5,2,4,2,5,5,2,5,2,5,2,5,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,72598,ESS1e06_3,1,6.3,304,1.5775,2.02007964141122,3,3,3,7,8,6,9,,9,7,3,2,2,2,2,1,2,2,2,6,2,2,8,3,3,3,3,1,1,1,8,3,,1,1,1,5,5,7,1,1,2,1,3,1,3,3,5,1,1,2,1,2,1,3,1,1,3,6,1,
ES,ESS1-5e011,1.1,01.02.2013,72599,ESS1e06_3,1,6.3,308,0.7888,2.02007964141122,3,4,2,5,4,6,4,,5,5,1,2,2,2,2,1,2,2,2,6,2,4,9,7,5,6,6,6,2,2,2,2,,2,3,3,5,5,5,2,5,2,3,2,5,2,2,3,3,2,1,4,2,5,2,3,2,2,3,4,
