cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-6e01,1.0,26.11.2014,96200,ESS5e03_2,5,3.2,262,0.779317011397682,0.661562291969201,2.07516111405836,4,,,2,1,9,4,4,0,4,1,2,2,2,2,2,2,2,2,6,2,3,9,3,3,3,6,7,2,2,2,2,,2,2,2,5,6,7,3,5,2,4,2,5,4,3,2,5,2,3,5,3,5,1,5,3,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,96201,ESS5e03_2,5,3.2,263,1.06784592928372,1.08576730825697,2.07516111405836,2,,,8,6,6,5,5,7,7,1,2,2,2,2,2,2,2,2,6,2,7,8,4,3,3,7,8,2,3,2,2,,3,3,3,6,6,6,3,4,2,4,3,3,3,3,2,4,2,3,3,3,3,2,3,1,1,4,3,
ES,ESS1-6e01,1.0,26.11.2014,96202,ESS5e03_2,5,3.2,264,1.07462308423961,1.24302665597351,2.07516111405836,4,,,8,8,6,2,4,7,6,1,2,2,2,2,2,2,2,2,6,2,5,8,5,1,5,5,4,2,4,3,3,,4,4,4,2,5,4,4,5,2,3,1,3,2,2,1,5,3,2,4,1,5,3,4,2,3,2,3,
ES,ESS1-6e01,1.0,26.11.2014,96203,ESS5e03_2,5,3.2,265,0.96773632105621,0.983977586654764,2.07516111405836,2,,,8,8,8,7,7,7,8,1,1,1,1,2,1,2,2,1,4,2,7,8,6,5,7,5,7,4,1,2,4,,2,3,2,5,4,4,4,4,2,4,4,3,3,1,1,3,1,2,4,2,2,2,4,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96204,ESS5e03_2,5,3.2,266,1.01273051381186,1.05264697966664,2.07516111405836,4,,,5,4,4,0,4,5,5,1,2,2,2,2,2,2,2,2,6,2,88,8,0,1,5,1,2,1,1,5,3,,2,2,2,4,5,4,2,4,2,5,1,2,6,2,2,5,1,2,6,2,5,2,6,1,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96205,ESS5e03_2,5,3.2,268,0.821200900592752,0.690478779914398,2.07516111405836,1,,,5,4,3,0,0,5,3,1,2,1,1,2,2,1,2,2,6,2,5,10,0,0,0,3,6,2,1,3,2,,2,2,2,7,10,8,2,4,1,3,2,2,5,1,2,2,1,1,3,2,3,3,5,1,1,3,1,
ES,ESS1-6e01,1.0,26.11.2014,96206,ESS5e03_2,5,3.2,270,1.10527591030673,1.06482203650946,2.07516111405836,4,,,0,0,5,0,0,0,0,2,2,2,2,2,2,2,2,2,6,2,88,6,2,2,3,88,6,2,3,3,8,,3,3,3,3,7,5,5,5,3,5,2,5,3,2,2,3,4,3,6,1,6,2,3,2,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,96207,ESS5e03_2,5,3.2,271,0.955996570384137,0.816296582642436,2.07516111405836,1,,,5,5,8,3,4,5,5,1,1,2,2,2,1,1,2,1,2,2,7,8,3,2,5,7,8,2,2,2,2,,3,3,3,7,7,8,3,5,2,2,3,2,4,3,1,4,3,3,3,2,4,1,5,2,3,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96208,ESS5e03_2,5,3.2,273,0.879437489064846,0.982418938541992,2.07516111405836,3,,,6,8,7,5,4,6,7,3,1,2,1,1,2,1,1,1,3,2,0,7,5,4,7,3,6,2,1,1,1,,2,2,2,3,7,5,1,5,2,4,5,2,5,2,4,3,2,1,5,3,2,4,4,1,1,3,4,
ES,ESS1-6e01,1.0,26.11.2014,96209,ESS5e03_2,5,3.2,277,1.27306874333985,1.19980159257201,2.07516111405836,3,,,5,9,9,8,7,9,9,3,2,2,2,2,2,2,2,2,6,2,2,9,10,8,9,10,10,2,2,4,2,,1,1,1,8,9,8,2,3,1,3,2,3,1,2,2,1,2,2,2,2,2,1,2,2,4,2,3,
ES,ESS1-6e01,1.0,26.11.2014,96210,ESS5e03_2,5,3.2,278,0.779317011397682,0.703570950702827,2.07516111405836,4,,,3,2,8,2,3,3,5,1,2,2,2,2,2,2,2,2,6,2,4,7,2,2,3,5,5,2,2,2,2,,3,3,3,3,4,4,4,5,2,3,2,3,2,2,1,3,2,3,3,2,4,2,4,3,3,4,3,
ES,ESS1-6e01,1.0,26.11.2014,96211,ESS5e03_2,5,3.2,279,0.855738049727116,0.889466705254639,2.07516111405836,3,,,7,8,8,6,6,7,7,3,2,2,2,2,2,2,2,2,6,2,7,8,4,6,8,9,9,1,2,2,8,,4,4,4,5,7,5,1,2,1,4,1,2,1,2,2,3,2,1,4,1,5,3,3,1,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,96212,ESS5e03_2,5,3.2,280,1.16432481490466,0.616803952181734,2.07516111405836,2,,,1,1,3,1,1,5,0,1,1,2,2,2,2,2,2,7,6,2,5,9,0,4,3,0,9,1,1,1,2,,1,1,1,5,5,5,2,5,2,2,1,3,3,1,2,2,1,2,3,1,5,2,2,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,96213,ESS5e03_2,5,3.2,281,1.19704774327606,1.63734574136611,2.07516111405836,4,,,5,5,5,3,3,5,5,1,2,2,2,2,2,2,2,2,6,2,5,6,3,3,5,7,8,1,3,2,8,,8,8,8,6,6,6,2,3,2,4,3,3,4,3,3,4,3,4,5,1,3,2,4,2,1,2,5,
ES,ESS1-6e01,1.0,26.11.2014,96214,ESS5e03_2,5,3.2,283,0.910959418753005,0.710087440865881,2.07516111405836,4,,,5,3,3,2,0,5,7,2,2,2,2,1,2,2,2,2,6,2,3,7,0,2,5,6,5,1,1,1,1,,3,3,3,4,8,6,2,5,1,2,1,2,2,1,2,2,2,1,2,1,3,1,1,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96215,ESS5e03_2,5,3.2,284,0.871645846765391,0.987046814769043,2.07516111405836,4,,,3,3,8,2,4,7,7,1,2,2,2,2,2,2,2,2,6,2,7,7,0,0,5,5,8,2,4,2,2,,4,4,4,3,4,3,2,1,1,4,3,4,2,2,2,1,4,2,2,1,2,1,2,1,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,96216,ESS5e03_2,5,3.2,285,0.930503711909594,1.2543195288033,2.07516111405836,2,,,4,3,9,3,3,5,5,1,2,1,2,1,1,1,2,1,6,2,5,9,6,4,6,5,9,2,2,2,3,,2,2,2,88,8,8,2,5,2,1,5,1,5,1,2,2,1,1,1,1,3,1,2,1,2,1,2,
ES,ESS1-6e01,1.0,26.11.2014,96217,ESS5e03_2,5,3.2,288,1.16316178090295,0.692167742556277,2.07516111405836,4,,,8,8,8,3,3,88,88,2,2,2,2,2,2,2,2,2,6,2,5,8,5,5,5,5,8,2,2,2,8,,3,3,3,5,5,88,3,5,2,2,2,2,2,2,2,5,2,2,4,2,6,1,2,2,3,2,5,
ES,ESS1-6e01,1.0,26.11.2014,96218,ESS5e03_2,5,3.2,289,1.16318179688939,0.557212750289736,2.07516111405836,3,,,5,8,10,2,2,5,5,1,1,2,2,2,2,2,1,2,6,2,5,8,2,4,4,8,8,2,1,2,2,,2,3,2,3,2,1,3,5,2,4,2,4,8,2,2,5,2,2,4,2,5,2,4,2,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,96219,ESS5e03_2,5,3.2,290,0.920269190731191,0.975353830301556,2.07516111405836,3,,,3,3,6,3,3,4,7,1,2,2,1,2,1,2,2,2,6,2,5,8,3,3,6,88,6,2,1,2,2,,2,3,2,5,6,5,5,5,2,4,3,3,4,2,2,2,2,2,4,4,4,3,4,2,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96220,ESS5e03_2,5,3.2,291,0.884630544939653,0.902436423494302,2.07516111405836,3,,,0,5,5,0,0,0,0,2,1,2,2,2,2,1,1,2,6,2,5,3,0,0,3,6,6,2,2,1,1,,1,1,1,8,8,9,2,3,1,2,1,1,3,1,3,3,2,2,4,2,3,3,2,2,1,4,3,
ES,ESS1-6e01,1.0,26.11.2014,96221,ESS5e03_2,5,3.2,295,0.96743516119178,1.04594117352128,2.07516111405836,2,,,5,4,5,2,2,4,5,1,2,2,2,2,2,2,2,1,2,2,2,6,2,4,7,3,7,1,1,1,2,,1,1,1,6,6,5,3,5,2,4,3,2,3,2,2,3,2,2,3,2,3,2,3,1,2,4,3,
ES,ESS1-6e01,1.0,26.11.2014,96222,ESS5e03_2,5,3.2,296,0.881395053979457,0.86245976044916,2.07516111405836,4,,,4,4,7,2,1,4,5,1,2,2,2,2,2,2,2,2,6,2,4,9,3,4,8,6,8,2,1,2,4,,3,3,3,7,7,7,2,5,1,5,1,2,4,1,2,2,1,1,3,1,5,3,4,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96223,ESS5e03_2,5,3.2,297,0.900955723899589,0.786348349546129,2.07516111405836,1,,,0,0,6,0,0,0,0,1,2,2,2,2,2,2,2,1,8,2,5,8,0,0,0,0,4,5,1,7,2,,1,3,8,8,7,7,1,2,1,1,1,1,3,1,3,1,2,1,1,3,3,1,2,2,2,2,1,
ES,ESS1-6e01,1.0,26.11.2014,96224,ESS5e03_2,5,3.2,301,0.860859890520809,0.953258226178061,2.07516111405836,3,,,5,6,7,2,2,5,5,1,2,2,2,2,2,2,2,8,6,2,6,8,1,2,4,4,5,3,2,1,3,,2,2,3,5,4,4,3,3,3,4,2,3,5,3,3,2,2,3,3,3,4,2,2,2,3,2,3,
ES,ESS1-6e01,1.0,26.11.2014,96225,ESS5e03_2,5,3.2,302,1.00201507223644,1.00932800545929,2.07516111405836,4,,,2,2,6,0,0,0,0,1,2,2,2,2,1,2,2,2,6,2,4,7,0,0,5,6,8,1,1,2,3,,4,4,4,1,2,1,2,5,1,5,2,3,2,1,3,3,2,2,2,1,5,2,3,1,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,96226,ESS5e03_2,5,3.2,303,1.0156544851927,0.788316426293044,2.07516111405836,4,,,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,6,2,5,10,3,0,5,5,6,1,1,3,2,,4,4,4,1,2,2,4,4,2,3,3,2,4,3,5,3,2,2,4,2,4,5,5,2,2,4,1,
ES,ESS1-6e01,1.0,26.11.2014,96227,ESS5e03_2,5,3.2,305,0.992385982478084,1.33514722964425,2.07516111405836,2,,,7,7,8,7,3,6,6,1,2,2,2,2,2,1,2,1,2,2,2,9,1,2,7,3,4,1,1,1,2,,1,1,1,9,9,9,1,6,1,6,2,4,3,1,2,4,2,1,6,2,5,4,3,2,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,96228,ESS5e03_2,5,3.2,306,0.877442041332507,0.984392748117116,2.07516111405836,3,,,88,88,3,3,88,88,88,3,2,2,2,2,2,2,2,2,6,2,5,7,3,3,88,5,6,3,2,2,4,,2,2,2,3,2,2,2,5,2,2,3,3,4,3,3,1,1,1,3,2,1,2,3,1,3,3,1,
ES,ESS1-6e01,1.0,26.11.2014,96229,ESS5e03_2,5,3.2,310,1.00357175358324,0.836764216804867,2.07516111405836,2,,,4,8,8,6,6,7,7,1,2,2,1,2,2,2,2,1,2,2,3,9,5,4,6,7,7,1,1,1,2,,2,2,2,9,9,5,3,5,1,5,3,2,4,1,2,3,3,1,5,3,4,3,6,2,1,5,4,
ES,ESS1-6e01,1.0,26.11.2014,96230,ESS5e03_2,5,3.2,312,1.01364126483226,1.19858612769545,2.07516111405836,4,,,8,4,8,5,5,7,6,1,1,2,2,2,2,2,2,2,6,2,77,9,4,5,7,8,8,2,1,1,2,,1,1,1,7,8,8,4,3,1,3,1,4,1,3,1,5,2,1,2,1,5,2,3,1,1,3,3,
ES,ESS1-6e01,1.0,26.11.2014,96231,ESS5e03_2,5,3.2,313,1.01564023612165,1.26091036752252,2.07516111405836,4,,,2,1,4,0,0,0,0,1,2,2,2,2,1,1,2,2,6,2,5,8,0,0,3,2,2,2,2,1,2,,4,4,4,2,8,3,1,6,1,3,2,1,1,1,1,3,1,1,3,1,6,1,4,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,96232,ESS5e03_2,5,3.2,316,0.790495101544316,0.489457887407489,2.07516111405836,3,,,8,6,8,4,5,9,6,1,2,2,2,2,2,2,2,2,6,2,6,8,4,4,6,3,10,4,1,1,3,,2,2,2,6,8,7,4,3,1,3,2,4,3,3,3,2,4,2,3,2,4,3,4,2,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96233,ESS5e03_2,5,3.2,320,0.897784240222759,0.88020077400088,2.07516111405836,4,,,0,88,4,0,0,88,88,1,2,2,2,2,2,1,2,2,6,2,77,1,0,0,3,5,5,1,2,2,3,,1,2,2,88,7,7,3,6,2,4,2,5,6,2,2,6,2,2,4,2,5,2,2,3,3,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96234,ESS5e03_2,5,3.2,321,1.00234374730252,1.11971742451672,2.07516111405836,2,,,3,2,6,5,7,8,88,1,1,1,1,2,1,2,1,1,2,2,0,8,3,5,3,4,4,1,1,3,2,,2,2,2,4,7,6,2,4,3,3,5,2,5,2,3,2,2,2,3,3,2,2,3,1,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96235,ESS5e03_2,5,3.2,323,0.174098831084022,0.187773451136158,2.07516111405836,3,,,5,6,3,3,2,5,4,1,2,2,2,2,2,2,2,1,2,2,8,8,4,3,5,6,7,2,2,2,3,,2,2,2,5,5,5,2,5,3,4,3,3,3,2,2,4,2,1,2,2,5,3,2,2,2,4,4,
ES,ESS1-6e01,1.0,26.11.2014,96236,ESS5e03_2,5,3.2,324,1.04025025606312,1.12883410403004,2.07516111405836,4,,,1,1,1,1,1,5,5,1,2,2,2,2,2,2,2,2,6,2,7,5,1,1,4,5,2,1,1,2,4,,2,2,2,5,9,6,1,5,1,5,2,2,3,1,4,2,1,1,5,2,5,4,5,1,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96237,ESS5e03_2,5,3.2,325,1.00151990532018,0.938020854261759,2.07516111405836,4,,,3,3,5,2,1,4,5,1,2,2,2,2,2,2,2,1,3,2,7,7,2,1,7,3,3,2,2,3,4,,3,2,2,3,6,4,3,5,2,2,1,4,1,1,2,3,3,1,2,1,5,1,3,1,1,2,3,
ES,ESS1-6e01,1.0,26.11.2014,96238,ESS5e03_2,5,3.2,327,0.841345111177931,0.739234863443293,2.07516111405836,2,,,5,4,6,1,2,6,7,1,2,2,2,2,1,2,2,2,6,2,3,8,3,5,7,5,5,2,1,1,3,,2,2,2,7,8,5,2,4,1,3,1,3,1,1,2,3,2,1,4,1,4,2,3,1,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96239,ESS5e03_2,5,3.2,328,0.998289503066966,0.752682171769097,2.07516111405836,4,,,3,5,7,4,4,77,77,1,2,2,1,2,1,2,2,7,6,2,4,5,5,5,5,7,7,2,1,2,3,,2,2,2,6,7,5,5,4,2,4,2,5,3,3,2,5,3,1,4,2,5,2,4,3,3,1,5,
ES,ESS1-6e01,1.0,26.11.2014,96240,ESS5e03_2,5,3.2,330,1.26681616437034,0.752390480453756,2.07516111405836,3,,,3,2,5,0,0,5,6,1,2,2,2,1,2,2,1,2,6,2,2,8,3,2,5,7,7,2,1,1,4,,1,1,1,6,8,6,5,4,2,5,5,3,5,2,5,3,2,3,5,5,3,5,3,3,2,5,3,
ES,ESS1-6e01,1.0,26.11.2014,96241,ESS5e03_2,5,3.2,332,1.01004361227466,1.00945429592454,2.07516111405836,3,,,3,2,7,3,4,3,3,1,2,2,2,2,2,2,2,2,6,2,4,6,5,4,5,4,4,1,2,2,2,,3,3,3,4,4,4,3,5,1,6,2,3,2,2,3,1,2,2,5,1,3,2,3,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,96242,ESS5e03_2,5,3.2,333,0.880143669890294,1.20177024637468,2.07516111405836,3,,,2,2,5,5,5,2,2,2,2,2,2,2,1,1,2,1,3,2,4,7,0,0,3,5,5,4,2,4,2,,2,2,2,3,8,7,1,3,1,3,2,2,2,3,1,2,2,3,4,3,4,3,5,2,3,5,3,
ES,ESS1-6e01,1.0,26.11.2014,96243,ESS5e03_2,5,3.2,338,0.981669021873282,0.902880371717692,2.07516111405836,3,,,5,6,7,4,3,5,4,2,2,2,2,2,2,2,2,2,6,2,3,6,5,4,6,7,8,1,1,1,3,,1,1,1,8,8,7,3,5,1,4,1,3,3,2,2,2,3,2,3,1,2,2,4,2,4,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96244,ESS5e03_2,5,3.2,339,0.857518684099734,1.06460354825497,2.07516111405836,4,,,3,6,7,2,2,5,7,1,2,2,2,2,2,2,2,2,6,2,5,7,2,5,4,7,7,2,3,2,8,,4,4,4,5,6,5,4,4,3,4,1,5,2,4,2,4,2,2,4,1,5,2,4,2,4,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96245,ESS5e03_2,5,3.2,340,0.900890064662876,0.731953080643579,2.07516111405836,1,,,4,4,4,5,4,3,5,3,2,1,1,2,2,1,2,1,2,2,0,4,2,1,3,3,4,1,1,1,3,,1,1,1,6,7,8,4,6,1,4,3,2,4,2,3,4,1,2,3,4,4,2,5,1,4,5,4,
ES,ESS1-6e01,1.0,26.11.2014,96246,ESS5e03_2,5,3.2,343,1.06943295931063,1.23702318952171,2.07516111405836,4,,,3,3,5,2,1,3,5,8,2,2,2,2,2,2,2,2,6,2,5,8,3,4,88,3,7,2,4,2,4,,4,4,4,2,5,5,2,5,2,4,2,5,3,1,1,5,3,2,4,2,5,2,3,1,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96247,ESS5e03_2,5,3.2,345,1.04666832519616,1.34885536963021,2.07516111405836,1,,,5,0,10,0,5,5,5,1,2,1,2,2,2,2,2,2,6,2,6,6,5,5,5,7,8,2,2,2,2,,2,2,2,7,3,5,2,5,2,1,2,6,3,2,2,3,1,1,2,2,5,2,2,2,2,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96248,ESS5e03_2,5,3.2,348,0.881686650477841,1.08034178533913,2.07516111405836,4,,,7,5,9,3,3,9,9,3,2,2,1,1,1,2,2,2,6,2,88,9,5,5,4,3,6,2,1,4,3,,1,1,1,5,4,9,2,5,1,5,3,1,5,1,5,4,1,2,5,3,2,5,5,1,3,5,4,
ES,ESS1-6e01,1.0,26.11.2014,96249,ESS5e03_2,5,3.2,351,1.34261682477649,1.44807287430943,2.07516111405836,2,,,8,5,8,8,6,5,6,1,1,2,2,2,2,2,2,2,6,2,4,7,3,6,5,8,9,2,2,1,2,,4,4,4,3,1,4,3,5,2,1,4,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,
ES,ESS1-6e01,1.0,26.11.2014,96250,ESS5e03_2,5,3.2,355,0.841099005677444,0.786246077359403,2.07516111405836,3,,,8,8,9,6,5,7,9,1,2,2,2,2,2,2,2,1,2,2,5,8,4,6,8,9,9,3,1,2,2,,2,2,2,8,5,5,5,5,1,6,1,6,2,1,2,5,2,2,3,1,5,2,4,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96251,ESS5e03_2,5,3.2,357,1.04145019896205,1.40115778790471,2.07516111405836,2,,,3,2,5,1,1,2,5,1,1,2,1,1,2,1,2,2,6,2,5,7,0,3,3,3,3,2,2,2,3,,3,3,3,2,5,4,3,5,2,3,2,5,5,2,2,2,3,2,3,5,5,2,3,2,3,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96252,ESS5e03_2,5,3.2,358,0.850674719246849,1.00588536896159,2.07516111405836,2,,,4,2,6,0,0,5,5,1,2,2,2,2,2,2,2,2,6,2,5,8,3,3,5,4,4,2,3,8,2,,2,2,2,5,5,5,2,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96253,ESS5e03_2,5,3.2,359,1.01412919225095,2.07156077878635,2.07516111405836,2,,,4,4,7,2,2,0,1,1,1,2,1,2,1,2,2,1,3,2,2,8,1,1,5,0,5,4,1,1,3,,4,3,3,2,6,5,3,2,2,4,1,2,4,2,3,2,2,1,4,1,2,4,2,2,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96254,ESS5e03_2,5,3.2,361,0.885864152724677,1.04992036709454,2.07516111405836,4,,,6,6,6,0,1,6,6,1,2,2,1,1,1,1,2,1,3,2,3,8,3,4,8,7,4,4,1,2,2,,2,2,2,88,9,6,3,5,2,5,3,1,5,4,2,2,2,2,5,4,4,5,5,2,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96255,ESS5e03_2,5,3.2,362,0.899500826484081,0.738339104747606,2.07516111405836,2,,,4,5,7,0,0,3,0,1,2,2,1,2,2,2,1,1,4,2,5,6,3,0,8,5,7,1,2,4,4,,1,1,1,5,9,7,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,96256,ESS5e03_2,5,3.2,363,0.84259918099936,1.28831624651479,2.07516111405836,3,,,3,5,8,1,1,88,88,2,2,2,2,2,2,2,2,2,6,2,4,7,3,5,9,7,9,2,1,1,3,,2,2,2,5,7,5,3,3,3,3,3,5,3,4,3,3,3,3,5,4,5,4,3,3,3,3,4,
ES,ESS1-6e01,1.0,26.11.2014,96257,ESS5e03_2,5,3.2,364,0.884407340246859,1.08367548086557,2.07516111405836,2,,,1,6,7,0,1,5,8,3,1,2,1,2,1,1,2,2,6,2,4,7,3,3,3,6,8,1,1,1,2,,1,1,1,3,7,5,1,6,1,2,4,1,5,3,3,4,2,3,3,2,2,3,3,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,96258,ESS5e03_2,5,3.2,368,0.912782106073022,0.865959996037606,2.07516111405836,4,,,5,7,7,0,2,5,7,3,2,2,2,2,2,2,2,2,6,2,5,8,2,4,7,7,9,2,1,2,4,,1,1,2,7,9,5,2,4,1,4,2,4,1,2,2,3,1,2,4,1,3,2,3,2,3,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96259,ESS5e03_2,5,3.2,369,0.89607425328745,0.878524277848957,2.07516111405836,2,,,3,7,7,4,2,1,9,3,2,2,2,2,2,2,2,1,3,2,2,3,4,8,10,5,6,2,2,2,2,,2,3,2,9,10,6,2,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,2,2,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96260,ESS5e03_2,5,3.2,372,0.840387364460125,0.754063859743658,2.07516111405836,4,,,5,2,9,0,0,3,0,1,2,2,2,2,2,2,2,2,6,2,5,8,2,2,5,6,7,2,2,1,2,,3,3,3,1,10,5,2,6,2,5,5,2,2,2,2,3,2,2,6,1,3,2,5,2,2,6,2,
ES,ESS1-6e01,1.0,26.11.2014,96261,ESS5e03_2,5,3.2,375,0.924010628062037,0.696677991835808,2.07516111405836,3,,,4,5,8,4,4,5,5,1,2,2,2,2,2,2,2,1,2,2,5,7,0,0,4,4,4,3,2,1,3,,4,4,4,5,5,4,1,2,3,3,1,4,2,4,5,2,2,2,2,2,5,3,3,3,4,1,3,
ES,ESS1-6e01,1.0,26.11.2014,96262,ESS5e03_2,5,3.2,377,0.933036974007569,1.30868114224755,2.07516111405836,2,,,5,5,6,4,3,4,5,1,1,2,1,2,2,1,2,1,2,2,2,8,4,3,1,2,8,3,2,4,2,,1,1,1,7,8,5,2,5,1,2,5,2,3,3,4,3,2,2,3,3,3,3,3,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96263,ESS5e03_2,5,3.2,378,1.04309143354223,1.06059736428713,2.07516111405836,3,,,5,7,7,1,1,5,7,1,2,2,2,2,2,2,2,1,3,2,8,8,4,0,5,7,7,2,3,1,2,,3,3,3,6,7,5,2,5,2,3,2,2,5,2,3,3,2,1,4,1,4,2,4,1,1,5,1,
ES,ESS1-6e01,1.0,26.11.2014,96264,ESS5e03_2,5,3.2,380,0.904182399025033,0.884757557629376,2.07516111405836,3,,,2,2,5,0,0,2,2,1,2,2,2,2,2,2,2,1,1,2,4,9,3,5,5,4,6,2,2,2,4,,2,2,1,8,10,8,2,4,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,2,
ES,ESS1-6e01,1.0,26.11.2014,96265,ESS5e03_2,5,3.2,381,1.01062707596283,1.19502198218313,2.07516111405836,4,,,8,8,8,6,6,7,5,1,2,2,2,2,2,2,2,2,6,2,8,9,6,5,8,8,8,1,2,1,4,,1,1,1,5,5,5,4,4,1,5,1,4,1,1,1,5,1,2,4,1,5,1,1,2,1,1,5,
ES,ESS1-6e01,1.0,26.11.2014,96266,ESS5e03_2,5,3.2,382,0.856931591756415,1.07762653162233,2.07516111405836,4,,,88,8,8,2,2,88,7,1,2,2,1,2,2,2,2,2,6,2,5,10,4,1,7,7,9,2,2,2,1,,2,2,2,8,9,7,2,3,1,2,2,5,2,1,1,4,5,3,6,2,6,1,4,1,1,2,5,
ES,ESS1-6e01,1.0,26.11.2014,96267,ESS5e03_2,5,3.2,383,1.10527591030673,0.891500447608138,2.07516111405836,3,,,88,3,6,2,2,2,88,1,2,2,2,2,2,2,2,2,6,2,77,7,2,3,7,3,5,3,3,2,2,,3,3,3,5,88,3,3,4,1,4,1,4,5,3,2,3,2,2,5,2,5,2,5,2,2,2,3,
ES,ESS1-6e01,1.0,26.11.2014,96268,ESS5e03_2,5,3.2,384,0.916637781322943,1.31639440913733,2.07516111405836,2,,,5,5,5,5,5,5,7,1,2,2,2,2,2,2,2,1,6,2,5,10,4,4,6,4,4,1,1,1,3,,2,2,2,5,5,5,8,5,1,5,1,3,6,1,3,4,5,1,5,1,5,1,5,8,1,2,5,
ES,ESS1-6e01,1.0,26.11.2014,96269,ESS5e03_2,5,3.2,385,1.07307860776522,0.86553054329749,2.07516111405836,2,,,5,5,6,0,5,88,4,1,1,2,2,2,2,2,2,2,6,2,5,6,2,0,4,7,8,4,3,1,4,,2,4,4,1,5,3,2,3,3,4,2,4,3,3,5,3,1,2,3,1,5,4,2,2,3,4,2,
ES,ESS1-6e01,1.0,26.11.2014,96270,ESS5e03_2,5,3.2,388,0.881778841901096,0.956867852854126,2.07516111405836,3,,,1,3,5,3,3,5,3,2,2,2,2,2,2,2,2,2,6,2,5,7,1,2,5,6,7,2,2,2,2,,2,2,4,3,5,77,4,6,2,5,4,5,5,4,4,4,4,2,5,2,5,3,4,3,2,4,4,
ES,ESS1-6e01,1.0,26.11.2014,96271,ESS5e03_2,5,3.2,389,1.07508756696532,1.0510652679833,2.07516111405836,4,,,4,6,6,2,2,5,7,1,2,2,2,2,2,2,2,1,4,2,5,9,1,4,7,4,3,2,1,1,3,,2,3,3,1,6,5,1,5,1,3,2,2,5,2,2,3,3,2,5,2,3,2,5,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,96272,ESS5e03_2,5,3.2,390,0.905379898206485,0.954653518213382,2.07516111405836,2,,,0,4,8,0,0,0,0,1,1,2,2,2,2,2,2,2,6,2,5,7,0,0,3,5,6,2,1,1,3,,3,3,3,3,3,2,2,5,2,4,2,4,3,2,3,4,4,4,6,2,5,2,4,2,4,3,3,
